"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 18:20:02 EET 2023","Thu Jun 01 18:20:02 EET 2023","135","","asda","","","","sadsad",""
